"","nct_id","trial_title","Conditions","condition","Interventions","intervention_type","Sponsor_Collaborators","sponsor_class","fda.drug","fda.device","Gender","min.age","max.age","Enrollment","Start_Date","Completion_Date","title","p","p.desc","method","param.value","param.type","ci","ci.side","ci.l","ci.u"
"32","NCT00576225","CT-2103/Carboplatin vs Paclitaxel/Carboplatin for NSCLC in Women With Estradiol > 25 pg/mL","NSCLC",0,"CT-2103/carboplatin","Drug","CTI BioPharma","Industry",0,0,"Female","18 Years","N/A","450","September 2007","January 2014","Survival","0","0","0","0","0","0","0","0","0"
"33","NCT00585312","Trial In Pediatric Patients With Familial Adenomatous Polyposis (FAP)","Adenomatous Polyposis Coli",0,"Celecoxib","Drug","Pfizer","Industry",0,0,"All","10 Years","17 Years","106","September 2006","October 2013","Time to Disease Progression","0","0","0","0","0","0","0","0","0"
"34","NCT00609115","Sub-Acute Stroke Rehabilitation With AMES","Cerebrovascular Stroke",0,"AMES device","Device","AMES Technology","Industry",0,0,"All","18 Years","80 Years","132","September 2007","June 2014","Fugl-Meyer Assessment","0","0","0","0","0","0","0","0","0"
"35","NCT00615186","Glioblastoma Multiforme (GBM) Locoregional Agent Survival Study - Anti-tenascin Radiolabeled Antibody Therapy","Glioblastoma Multiforme",0,"Neuradiab + Radiotherapy + Temozolomide","Drug","Bradmer Pharmaceuticals Inc.","Industry",0,0,"All","18 Years","N/A","9","June 2008","August 2013","The primary measure of efficacy is overall survival (OS).","0","0","0","0","0","0","0","0","0"
"36","NCT00617981","Phase 3 Study of ThermoDox With Radiofrequency Ablation (RFA) in Treatment of Hepatocellular Carcinoma (HCC)","Hepatocellular Carcinoma",0,"ThermoDox","Drug","Celsion","Industry",0,0,"All","18 Years","N/A","701","May 2008","January 2013","Progression Free Survival Will be Measured From the Date of Randomization to the First Date on Which One of the Following Occurs. o Local Recurrence o Any New Distant Intrahepatic HCC Tumor o Any New Extrahepatic HCC Tumor o Death From Any Cause","0","0","0","0","0","0","0","0","0"
"37","NCT00622336","A Companion Study for Studies THAL-MM-003, CC-5013-MM-009, and CC-5013-MM-010 for Subjects With Multiple Myeloma","Multiple Myeloma",0,"Lenalidomide","Drug","Celgene Corporation","Industry",0,0,"All","18 Years","N/A","330","December 2003","November 2013","Number of Participants With Adverse Events (AE) During the Treatment Phase","0","0","0","0","0","0","0","0","0"
"38","NCT00627523","Genotropin Treatment In Very Young Children Born Small For Gestational Age","Infant, Small for Gestational Age",0,"Genotropin (PN-180,307) Somatropin","Drug","Pfizer","Industry",0,0,"All","19 Months","29 Months","43","February 2008","December 2013","Change From Baseline in Height Standard Deviation Score (SDS) at Month 24.","<0.001","ANCOVA model, fitting treatment as a factor, and the baseline parameter value as covariate was used. All hypotheses were tested at a 5% level of significance.","ANCOVA","1.20","Mean Difference (Final Values)","95","2-Sided","0.82","1.59"
"39","NCT00634049","Isavuconazole in the Treatment of Renally Impaired Aspergillosis and Rare Fungi","Aspergillosis",0,"isavuconazole","Drug","Astellas Pharma Inc","Industry",0,0,"All","18 Years","N/A","149","April 2008","January 2014","Crude Success Rate of Overall Outcome of Treatment Evaluated by the Data Review Committee (DRC) at Day 42, 84 and End of Treatment (EOT).","0","0","0","0","0","0","0","0","0"
"40","NCT00636168","Efficacy Study of Ipilimumab Versus Placebo to Prevent Recurrence After Complete Resection of High Risk Stage III Melanoma","High Risk Stage III Melanoma",0,"ipilimumab","Drug","Bristol-Myers Squibb","Industry",1,0,"All","18 Years","N/A","1211","June 2008","July 26, 2013","Recurrence Free Survival (RFS) Per Independent Review Committee (IRC) in the Intent to Treat (ITT) Population","0.0013","0","Log Rank","0.75","Hazard Ratio (HR)","95","2-Sided","0.64","0.90"
"41","NCT00637494","A Study of Mifepristone vs. Placebo in the Treatment of Patients With Major Depression With Psychotic Features","Psychotic Depression",0,"mifepristone","Drug","Corcept Therapeutics","Industry",0,0,"All","22 Years","N/A","292","March 2008","June 2014","Proportion of Mifepristone vs. Placebo Treated Patients With at Least a 50% Reduction From Baseline in Brief Psychiatric Rating Scale-Positive Symptom Subscale (BPRS-PSS) at Days 7 and 56","0","0","0","0","0","0","0","0","0"
"42","NCT00642616","Evaluate Safety of Technosphere® Insulin (TI) in Diabetic Subjects With Moderate Obstructive Pulmonary Disease","Type 1 Diabetes Mellitus",0,"Technosphere® Insulin","Drug","Mannkind Corporation","Industry",0,0,"All","18 Years","N/A","34","March 2009","November 2014","Change in Post-bronchodilator FEV1 From Baseline to Week 52","0","0","0","0","0","0","0","0","0"
"43","NCT00643201","Efficacy and Safety Study of Apixaban for the Treatment of Deep Vein Thrombosis or Pulmonary Embolism","Venous Thrombosis",0,"Enoxaparin","Drug","Bristol-Myers Squibb","Industry",0,0,"All","18 Years","N/A","5614","July 2008","March 2013","Incidence of Adjudicated Composite of Symptomatic, Recurrent Venous Thromboembolism (VTE) or VTE-Related Death During 6 Months of Treatment","<0.0001","This is the first test in a sequential testing sequence. p-value calculated based on the Yanagawa-Tango-Hiejima test stratified by index event strata for non-inferiority. Tested at 1-sided α=0.025","Yanagawa-Tango-Hiejima","0.8390","Risk Ratio (RR)","95","2-Sided","0.5965","1.1802"
"44","NCT00644501","Long-Term Treatment Effect of DiaPep277 in Type 1 Diabetes","Type 1 Diabetes",0,"DiaPep277","Drug","Andromeda Biotech Ltd.","Industry",0,0,"All","18 Years","48 Years","43","September 2008","May 2013","Preservation of endogenous insulin secretion/beta-cell function, as measured by mixed-meal tolerance test stimulated C-peptide secretion.","0","0","0","0","0","0","0","0","0"
"45","NCT00657540","Black Widow Spider Antivenin for Patients With Systemic Latrodectism","Latrodectism",0,"Analatro","Drug","Instituto Bioclon S.A. de C.V.","Industry",0,0,"All","10 Years","N/A","60","August 2009","October 2014","Pain Control","0","0","0","0","0","0","0","0","0"
"46","NCT00661661","Long-Term, Open-Label Study Of CP-690,550 For Treatment Of Rheumatoid Arthritis In Japan","Rheumatoid Arthritis",0,"CP-690,550","Drug","Pfizer","Industry",0,0,"All","20 Years","N/A","487","April 2008","December 2013","Number of Participants With Treatment-Emergent Adverse Events (AEs) or Serious Adverse Events (SAEs)","0","0","0","0","0","0","0","0","0"
"47","NCT00669331","Inhaled Mannitol as a Mucoactive Therapy for Bronchiectasis","Bronchiectasis",0,"Inhaled mannitol","Drug","Pharmaxis","Industry",0,0,"All","18 Years","85 Years","485","November 2009","January 2014","Rate of Graded Pulmonary Exacerbations","0.3115","0","Negative binomial regression model","0.92","Rate Ratio Mannitol:Control","95","2-Sided","0.78","1.08"
"48","NCT00676507","Phase III Lucanix™ Vaccine Therapy in Advanced Non-small Cell Lung Cancer (NSCLC) Following Front-line Chemotherapy","Lung Neoplasm",0,"Lucanix™","Biological","NovaRx Corporation","Industry",0,0,"All","18 Years","75 Years","532","July 2008","January 2013","Compare the overall survival of subjects with stage III or IV non-small cell lung cancer treated with belagenpumatucel-L (Lucanix™) vs placebo.","0","0","0","0","0","0","0","0","0"
"49","NCT00680446","Safety Study of Subcutaneous Ig NextGen 16% in Patients With Primary Immunodeficiency","Primary Immune Deficiency",0,"Immunoglobulin G (Ig NextGen 16%)","Drug","CSL Limited","Industry",0,0,"All","3 Years","N/A","41","April 2008","May 2013","Rate, Severity and Relatedness of reported Adverse Events","0","0","0","0","0","0","0","0","0"
"50","NCT00683696","Echocardiography Guided Cardiac Resynchronization Therapy (EchoCRT)","Heart Failure",0,"Implantable Cardioverter Defibrillator with Cardiac Resynchronization Therapy (BIOTRONIK Lumax HF-T CRT-D)","Device","Biotronik, Inc.","Industry",0,0,"All","18 Years","N/A","1680","August 2008","March 2013","Composite Primary Endpoint: Number of Subjects With First Hospitalization for Worsening Heart Failure or Death","0","0","0","0","0","0","0","0","0"
"51","NCT00684047","Safety and Efficacy Study of Fibrin Sealant Grifols Evaluated as an Adjunct to Hemostasis","Target Bleeding Site During Peripheral Vascular Surgery",0,"FS Grifols","Biological","Instituto Grifols, S.A.","Industry",0,0,"All","3 Years","N/A","239","February 2008","March 2014","The Primary Efficacy Endpoint is Time to Hemostasis.","0","0","0","0","0","0","0","0","0"
"52","NCT00686959","Chemotherapy and Radiation in Treating Participants With Stage 3 Non-Small Cell Lung Cancer","Non Small Cell Lung Cancer",0,"Pemetrexed","Drug","Eli Lilly and Company","Industry",0,0,"All","18 Years","N/A","598","September 2008","October 2014","Overall Survival","0.831","0","Log Rank","0.98","Hazard Ratio (HR)","95","2-Sided","0.79","1.20"
"53","NCT00689390","Three-year Follow-up of Participants After Administration of Boceprevir or Narlaprevir for the Treatment of Chronic Hepatitis C (P05063)","Hepatitis C, Chronic",0,"Boceprevir","Biological","Merck Sharp & Dohme Corp.","Industry",0,0,"All","18 Years","N/A","1954","February 2007","October 2014","Number of Participants With Relapse During the LTFU Among Sustained Responders From Previous Treatment Studies With Boceprevir or Narlaprevir (Durability of Virologic Response)","0","0","0","0","0","0","0","0","0"
"54","NCT00692770","Sorafenib as Adjuvant Treatment in the Prevention Of Recurrence of Hepatocellular Carcinoma (STORM)","Carcinoma, Hepatocellular",0,"Nexavar (Sorafenib, BAY43-9006)","Drug","Bayer","Industry",0,0,"All","18 Years","N/A","1114","August 2008","November 2013","Recurrence Free Survival (RFS) by Independent Assessment","=0.258329","One sided P-value was stratified by region, risk of recurrence and previous curative treatment.","Log Rank","0.94","Hazard Ratio (HR)","95","2-Sided","0.78","1.134"
"55","NCT00694109","An Open-label Extension Study to Assess the Long-term Safety and Efficacy of ISIS 301012 (Mipomersen) in Patients With Familial Hypercholesterolemia or Severe-Hypercholesterolemia","Lipid Metabolism, Inborn Errors",0,"Mipomersen Sodium","Drug","Kastle Therapeutics, LLC","Industry",0,0,"All","12 Years","N/A","144","April 2008","September 2014","Percent Change From Baseline in Low Density Lipoprotein Cholesterol (LDL-C)","0","0","0","0","0","0","0","0","0"
"56","NCT00699140","Clinical Trial in Patients Diagnosed With Immune Thrombocytopenic Purpura","Immune (Idiopathic) Thrombocytopenic Purpura",0,"IGIV3I Grifols","Biological","Instituto Grifols, S.A.","Industry",0,0,"All","18 Years","82 Years","18","February 2008","December 2013","Responder Patients","0","0","0","0","0","0","0","0","0"
"57","NCT00699517","A Study of AVE8062 in Advanced-stage Soft Tissue Sarcoma After Failure of Anthracycline and Ifosfamide Chemotherapies","Sarcoma",0,"OMBRABULIN (AVE8062)","Drug","Sanofi","Industry",0,0,"All","18 Years","N/A","355","June 2008","April 2013","Progression free survival","0","0","0","0","0","0","0","0","0"
"58","NCT00703326","Phase III Study of Docetaxel + Ramucirumab or Placebo in Breast Cancer","Breast Cancer",0,"ramucirumab (IMC-1121B)","Biological","Eli Lilly and Company","Industry",0,0,"Female","18 Years","N/A","1144","August 2008","March 2013","Progression-Free Survival (PFS)","0.077","0","Stratified Log Rank (SLR)","0.88","Hazard Ratio (HR)","95","2-Sided","0.75","1.01"
"59","NCT00712348","Switchover Trial From Imiglucerase to Plant Cell Expressed Recombinant Human Glucocerebrosidase","Gaucher Disease",0,"Taliglucerase alfa","Drug","Protalix","Industry",0,0,"All","2 Years","N/A","31","December 2008","April 2013","Hemoglobin","0","0","0","0","0","0","0","0","0"
"60","NCT00718861","3 yr Efficacy & Safety Study of Zoledronic Acid in Post-menopausal Women With Osteoporosis Treated With Zol Acid for 6 Yrs","Post-menopausal Osteoporosis",0,"Placebo","Drug","Novartis Pharmaceuticals","Industry",0,0,"Female","65 Years","N/A","190","May 2008","April 2013","Percentage Change in Total Hip Bone Mineral Density BMD at Year 6 (Baseline) and Year 9","0","0","0","0","0","0","0","0","0"
"61","NCT00723450","Lamictal as Add-on Treatment for Bipolar I Disorder in Pediatric Patients","Bipolar Disorder",0,"lamictal","Drug","GlaxoSmithKline","Industry",0,0,"All","10 Years","17 Years","301","July 2008","August 2013","Time From Randomization to the Occurrence of a Bipolar Event (TOBE)","0.0717","0","Log Rank","0","0","0","0","0","0"
"62","NCT00731549","Intramuscular Depot Formulation of Aripiprazole as Maintenance Treatment in Patients With Schizophrenia","Schizophrenia",0,"Aripiprazole IM Depot","Drug","Otsuka Pharmaceutical Development & Commercialization, Inc.","Industry",0,0,"All","18 Years","65 Years","1081","December 2008","November 2013","Percentage of Stable Participants at Baseline Who Remained Stable at Endpoint (Last Visit).","0","0","0","0","0","0","0","0","0"
"63","NCT00735397","Evaluation of the Efficacy and Safety of E2007 (Perampanel) Given as Adjunctive Therapy in Subjects With Refractory Partial Seizures","Epilepsy",0,"perampanel","Drug","Eisai Inc.","Industry",0,0,"All","12 Years","N/A","1218","October 2008","September 2014","Number of Participants With Treatment-emergent Non-Serious Adverse Events (AEs) and Treatment-emergent Serious Adverse Events (SAEs)","0","0","0","0","0","0","0","0","0"
"64","NCT00740376","Uniglide™ Mobile Bearing Unicondylar Knee System vs the Uniglide™ Fixed Bearing Unicondylar Knee System","Osteoarthritis",0,"Uniglide Mobile Bearing Unicondylar Knee System","Device","Corin","Industry",0,0,"All","40 Years","80 Years","47","August 2008","May 2014","Composite Clinical Success (CCS): HSS success(Month 24):HSS greater than/equal to 70 (If preop HSS between 60 & 69, HSS greater than 70 plus a min 10 point improvement; No radiographic failure (Month 24): No radiolucent lines greater than 1mm in greater","0","0","0","0","0","0","0","0","0"
"65","NCT00748189","Ofatumumab + Chlorambucil vs Chlorambucil Monotherapy in Previously Untreated Patients With Chronic Lymphocytic Leukemia","Leukaemia, Lymphocytic, Chronic",0,"chlorambucil, tablets","Drug","Novartis Pharmaceuticals","Industry",0,0,"All","18 Years","N/A","447","December 22, 2008","March 20, 2013","Progression-Free Survival (PFS), as Assessed by the Independent Review Committee (IRC)","<0.001","0","Log Rank","0.57","Hazard Ratio (HR)","95","2-Sided","0.45","0.72"
"66","NCT00761735","5 Year Long-term Follow up in Pediatric Participants Who Received PegIntron Plus Rebetol in P02538 Part I (P02538 Pt 2)","Hepatitis C, Chronic",0,"Peginterferon alfa-2b","Biological","Merck Sharp & Dohme Corp.","Industry",0,0,"All","3 Years","17 Years","94","July 2007","January 2013","Number of Participants Who Relapsed At End of LTFU Year 5","0","0","0","0","0","0","0","0","0"
"67","NCT00764478","Fixed-dose Safety and Efficacy Study of Asenapine for the Treatment of Acute Manic or Mixed Episode in Bipolar 1 Disorder (P05691)","Bipolar 1 Disorder",0,"Asenapine","Drug","Merck Sharp & Dohme Corp.","Industry",0,0,"All","18 Years","N/A","367","April 2012","April 2014","Change From Baseline in Young Mania Rating Scale (Y-MRS) Total Score at Day 21","0.0136","Adjusted p-value from graphical approach to control Type 1 error rate among primary and secondary hypotheses","MMRM","-3.5","Least Square (LS) means difference","95","2-Sided","-6.3","-0.7"
"68","NCT00769704","Efficacy and Safety Study of Talimogene Laherparepvec Compared to Granulocyte Macrophage Colony Stimulating Factor (GM-CSF) in Melanoma","Melanoma",0,"Talimogene laherparepvec","Biological","BioVex Limited","Industry",0,0,"All","18 Years","N/A","437","April 2009","February 2013","Durable Response Rate","<0.0001","0","Fisher Exact","14.1","Treatment Difference","95","2-Sided","9.3","19.0"
"69","NCT00774930","An Efficacy and Safety Study of Somatuline Depot (Lanreotide) Injection to Treat Carcinoid Syndrome","Carcinoid Syndrome",0,"Lanreotide","Drug","Ipsen","Industry",0,0,"All","18 Years","N/A","115","May 2009","May 2013","Percentage of Days With Subcutaneous Octreotide as Rescue Medication","0.0165","0","ANCOVA","0","0","0","0","0","0"
"70","NCT00775437","Active Juvenile Idiopathic Arthritis (JIA) Compassionate Use","Juvenile Idiopathic Arthritis",0,"Adalimumab","Drug","AbbVie (prior sponsor, Abbott)","Industry",0,0,"All","2 Years","4 Years","32","March 2009","March 2013","Number of Participants With Treatment-Emergent Adverse Events (TEAEs)","0","0","0","0","0","0","0","0","0"
